source,target,path
18881,7504827,"['18881', '18880', '18879', '18878', '18877', '18874', '18873', '18872', '18870', '18869', '18868', '18863', '18862', '18861', '18860', '9206443', '2705944', '3305180', '3305845', '18927', '9505541', '7405493', '7405516', '7405517', '7405518', '7805208', '7805213', '7805219', '7805216', '7504827']"
18881,7504951,"['18881', '18880', '18879', '18878', '18877', '18874', '18873', '18872', '18870', '18869', '18868', '18863', '18862', '18861', '18860', '9206443', '2705944', '3305180', '3305845', '18927', '9505541', '7405493', '7405516', '7405517', '7405518', '7805208', '7805213', '7805219', '7805216', '7504827', '7504951']"
18880,18882,"['18880', '18881', '18882']"
18880,18881,"['18880', '18881']"
18880,18879,"['18880', '18879']"
18880,18878,"['18880', '18879', '18878']"
18880,18877,"['18880', '18879', '18878', '18877']"
18880,18874,"['18880', '18879', '18878', '18877', '18874']"
18880,18873,"['18880', '18879', '18878', '18877', '18874', '18873']"
18880,18872,"['18880', '18879', '18878', '18877', '18874', '18873', '18872']"
18880,18870,"['18880', '18879', '18878', '18877', '18874', '18873', '18872', '18870']"
18880,18869,"['18880', '18879', '18878', '18877', '18874', '18873', '18872', '18870', '18869']"
18880,18868,"['18880', '18879', '18878', '18877', '18874', '18873', '18872', '18870', '18869', '18868']"
18880,18863,"['18880', '18879', '18878', '18877', '18874', '18873', '18872', '18870', '18869', '18868', '18863']"
18880,18862,"['18880', '18879', '18878', '18877', '18874', '18873', '18872', '18870', '18869', '18868', '18863', '18862']"
18880,18861,"['18880', '18879', '18878', '18877', '18874', '18873', '18872', '18870', '18869', '18868', '18863', '18862', '18861']"
18880,18860,"['18880', '18879', '18878', '18877', '18874', '18873', '18872', '18870', '18869', '18868', '18863', '18862', '18861', '18860']"
18880,18857,"['18880', '18879', '18878', '18877', '18874', '18873', '18872', '18870', '18869', '18868', '18863', '18862', '18861', '18860', '18857']"
18880,18856,"['18880', '18879', '18878', '18877', '18874', '18873', '18872', '18870', '18869', '18868', '18863', '18862', '18861', '18860', '18857', '18856']"
18880,18855,"['18880', '18879', '18878', '18877', '18874', '18873', '18872', '18870', '18869', '18868', '18863', '18862', '18861', '18860', '18857', '18856', '18855']"
18880,18854,"['18880', '18879', '18878', '18877', '18874', '18873', '18872', '18870', '18869', '18868', '18863', '18862', '18861', '18860', '18857', '18856', '18855', '18854']"
18880,18853,"['18880', '18879', '18878', '18877', '18874', '18873', '18872', '18870', '18869', '18868', '18863', '18862', '18861', '18860', '18857', '18856', '18855', '18854', '18853']"
18880,18851,"['18880', '18879', '18878', '18877', '18874', '18873', '18872', '18870', '18869', '18868', '18863', '18862', '18861', '18860', '18857', '18856', '18855', '18854', '18853', '18851']"
18880,18852,"['18880', '18879', '18878', '18877', '18874', '18873', '18872', '18870', '18869', '18868', '18863', '18862', '18861', '18860', '18857', '18856', '18855', '18854', '18853', '18851', '18852']"
18880,18849,"['18880', '18879', '18878', '18877', '18874', '18873', '18872', '18866', '4406630', '2600672', '18848', '4406608', '18849']"
18880,4406608,"['18880', '18879', '18878', '18877', '18874', '18873', '18872', '18866', '4406630', '2600672', '18848', '4406608']"
18880,18848,"['18880', '18879', '18878', '18877', '18874', '18873', '18872', '18866', '4406630', '2600672', '18848']"
18880,2600672,"['18880', '18879', '18878', '18877', '18874', '18873', '18872', '18866', '4406630', '2600672']"
18880,18850,"['18880', '18879', '18878', '18877', '18874', '18873', '18872', '18866', '4406630', '2600672', '18850']"
18880,18859,"['18880', '18879', '18878', '18877', '18874', '18873', '18872', '18866', '4406630', '2600672', '18850', '18859']"
18880,18858,"['18880', '18879', '18878', '18877', '18874', '18873', '18872', '18866', '4406630', '2600672', '18850', '18859', '18858']"
18880,9206443,"['18880', '18879', '18878', '18877', '18874', '18873', '18872', '18870', '18869', '18868', '18863', '18862', '18861', '18860', '9206443']"
18880,2705944,"['18880', '18879', '18878', '18877', '18874', '18873', '18872', '18870', '18869', '18868', '18863', '18862', '18861', '18860', '9206443', '2705944']"
18880,3305180,"['18880', '18879', '18878', '18877', '18874', '18873', '18872', '18870', '18869', '18868', '18863', '18862', '18861', '18860', '9206443', '2705944', '3305180']"
18880,3305845,"['18880', '18879', '18878', '18877', '18874', '18873', '18872', '18870', '18869', '18868', '18863', '18862', '18861', '18860', '9206443', '2705944', '3305180', '3305845']"
18880,18927,"['18880', '18879', '18878', '18877', '18874', '18873', '18872', '18870', '18869', '18868', '18863', '18862', '18861', '18860', '9206443', '2705944', '3305180', '3305845', '18927']"
18880,9505541,"['18880', '18879', '18878', '18877', '18874', '18873', '18872', '18870', '18869', '18868', '18863', '18862', '18861', '18860', '9206443', '2705944', '3305180', '3305845', '18927', '9505541']"
18880,18890,"['18880', '18879', '18878', '18877', '18874', '18873', '18872', '18870', '18869', '18871', '18987', '18875', '18876', '18944', '18883', '18884', '18885', '18886', '18887', '18888', '18890']"
18880,18888,"['18880', '18879', '18878', '18877', '18874', '18873', '18872', '18870', '18869', '18871', '18987', '18875', '18876', '18944', '18883', '18884', '18885', '18886', '18887', '18888']"
18880,18887,"['18880', '18879', '18878', '18877', '18874', '18873', '18872', '18870', '18869', '18871', '18987', '18875', '18876', '18944', '18883', '18884', '18885', '18886', '18887']"
18880,18886,"['18880', '18879', '18878', '18877', '18874', '18873', '18872', '18870', '18869', '18871', '18987', '18875', '18876', '18944', '18883', '18884', '18885', '18886']"
18880,18885,"['18880', '18879', '18878', '18877', '18874', '18873', '18872', '18870', '18869', '18871', '18987', '18875', '18876', '18944', '18883', '18884', '18885']"
18880,18884,"['18880', '18879', '18878', '18877', '18874', '18873', '18872', '18870', '18869', '18871', '18987', '18875', '18876', '18944', '18883', '18884']"
18880,18883,"['18880', '18879', '18878', '18877', '18874', '18873', '18872', '18870', '18869', '18871', '18987', '18875', '18876', '18944', '18883']"
18880,18944,"['18880', '18879', '18878', '18877', '18874', '18873', '18872', '18870', '18869', '18871', '18987', '18875', '18876', '18944']"
18880,18876,"['18880', '18879', '18878', '18877', '18874', '18873', '18872', '18870', '18869', '18871', '18987', '18875', '18876']"
18880,18875,"['18880', '18879', '18878', '18877', '18874', '18873', '18872', '18870', '18869', '18871', '18987', '18875']"
18880,18987,"['18880', '18879', '18878', '18877', '18874', '18873', '18872', '18870', '18869', '18871', '18987']"
18880,18871,"['18880', '18879', '18878', '18877', '18874', '18873', '18872', '18870', '18869', '18871']"
18880,18867,"['18880', '18879', '18878', '18877', '18874', '18873', '18872', '18866', '18867']"
18880,18866,"['18880', '18879', '18878', '18877', '18874', '18873', '18872', '18866']"
18880,18865,"['18880', '18879', '18878', '18877', '18874', '18873', '18872', '18866', '18865']"
18880,18864,"['18880', '18879', '18878', '18877', '18874', '18873', '18872', '18866', '18865', '18864']"
18880,18920,"['18880', '18879', '18878', '18877', '18874', '18873', '18872', '18866', '18865', '18864', '18920']"
18880,4406630,"['18880', '18879', '18878', '18877', '18874', '18873', '18872', '18866', '4406630']"
18880,4406631,"['18880', '18879', '18878', '18877', '18874', '18873', '18872', '18866', '4406630', '2600672', '4406631']"
18880,6311368,"['18880', '18879', '18878', '18877', '18874', '18873', '18872', '18866', '4406630', '2600672', '4406631', '6311368']"
18880,6311285,"['18880', '18879', '18878', '18877', '18874', '18873', '18872', '18866', '4406630', '2600672', '4406631', '6311368', '6311285']"
18880,18966,"['18880', '18879', '18878', '18877', '18874', '18873', '18872', '18866', '4406630', '2600672', '4406631', '6311368', '6311285', '18966']"
18880,1211339,"['18880', '18879', '18878', '18877', '18874', '18873', '18872', '18866', '4406630', '2600672', '4406631', '6311368', '6311285', '18966', '1211339']"
18880,1211401,"['18880', '18879', '18878', '18877', '18874', '18873', '18872', '18866', '4406630', '2600672', '4406631', '6311368', '6311285', '18966', '1211339', '1211401']"
18880,9607525,"['18880', '18879', '18878', '18877', '18874', '18873', '18872', '18866', '4406630', '2600672', '4406631', '6311368', '6311285', '18966', '1211339', '1211401', '9607525']"
18880,19045,"['18880', '18879', '18878', '18877', '18874', '18873', '18872', '18870', '18869', '18868', '18863', '18862', '18861', '18860', '18857', '18856', '9206548', '5306695', '5306694', '5306691', '3407190', '7206945', '7206944', '7206943', '7206877', '19040', '18906', '19042', '19043', '19044', '19045']"
18880,19044,"['18880', '18879', '18878', '18877', '18874', '18873', '18872', '18870', '18869', '18868', '18863', '18862', '18861', '18860', '18857', '18856', '9206548', '5306695', '5306694', '5306691', '3407190', '7206945', '7206944', '7206943', '7206877', '19040', '18906', '19042', '19043', '19044']"
18880,19043,"['18880', '18879', '18878', '18877', '18874', '18873', '18872', '18870', '18869', '18868', '18863', '18862', '18861', '18860', '18857', '18856', '9206548', '5306695', '5306694', '5306691', '3407190', '7206945', '7206944', '7206943', '7206877', '19040', '18906', '19042', '19043']"
18880,19042,"['18880', '18879', '18878', '18877', '18874', '18873', '18872', '18870', '18869', '18868', '18863', '18862', '18861', '18860', '18857', '18856', '9206548', '5306695', '5306694', '5306691', '3407190', '7206945', '7206944', '7206943', '7206877', '19040', '18906', '19042']"
18880,18906,"['18880', '18879', '18878', '18877', '18874', '18873', '18872', '18870', '18869', '18868', '18863', '18862', '18861', '18860', '18857', '18856', '9206548', '5306695', '5306694', '5306691', '3407190', '7206945', '7206944', '7206943', '7206877', '19040', '18906']"
18880,19040,"['18880', '18879', '18878', '18877', '18874', '18873', '18872', '18870', '18869', '18868', '18863', '18862', '18861', '18860', '18857', '18856', '9206548', '5306695', '5306694', '5306691', '3407190', '7206945', '7206944', '7206943', '7206877', '19040']"
18880,7206877,"['18880', '18879', '18878', '18877', '18874', '18873', '18872', '18870', '18869', '18868', '18863', '18862', '18861', '18860', '18857', '18856', '9206548', '5306695', '5306694', '5306691', '3407190', '7206945', '7206944', '7206943', '7206877']"
18880,7206943,"['18880', '18879', '18878', '18877', '18874', '18873', '18872', '18870', '18869', '18868', '18863', '18862', '18861', '18860', '18857', '18856', '9206548', '5306695', '5306694', '5306691', '3407190', '7206945', '7206944', '7206943']"
18880,7206944,"['18880', '18879', '18878', '18877', '18874', '18873', '18872', '18870', '18869', '18868', '18863', '18862', '18861', '18860', '18857', '18856', '9206548', '5306695', '5306694', '5306691', '3407190', '7206945', '7206944']"
18880,7206945,"['18880', '18879', '18878', '18877', '18874', '18873', '18872', '18870', '18869', '18868', '18863', '18862', '18861', '18860', '18857', '18856', '9206548', '5306695', '5306694', '5306691', '3407190', '7206945']"
18880,3407190,"['18880', '18879', '18878', '18877', '18874', '18873', '18872', '18870', '18869', '18868', '18863', '18862', '18861', '18860', '18857', '18856', '9206548', '5306695', '5306694', '5306691', '3407190']"
18880,5306691,"['18880', '18879', '18878', '18877', '18874', '18873', '18872', '18870', '18869', '18868', '18863', '18862', '18861', '18860', '18857', '18856', '9206548', '5306695', '5306694', '5306691']"
18880,5306694,"['18880', '18879', '18878', '18877', '18874', '18873', '18872', '18870', '18869', '18868', '18863', '18862', '18861', '18860', '18857', '18856', '9206548', '5306695', '5306694']"
18880,5306695,"['18880', '18879', '18878', '18877', '18874', '18873', '18872', '18870', '18869', '18868', '18863', '18862', '18861', '18860', '18857', '18856', '9206548', '5306695']"
18880,9206548,"['18880', '18879', '18878', '18877', '18874', '18873', '18872', '18870', '18869', '18868', '18863', '18862', '18861', '18860', '18857', '18856', '9206548']"
18880,7405493,"['18880', '18879', '18878', '18877', '18874', '18873', '18872', '18870', '18869', '18868', '18863', '18862', '18861', '18860', '9206443', '2705944', '3305180', '3305845', '18927', '9505541', '7405493']"
18880,7405516,"['18880', '18879', '18878', '18877', '18874', '18873', '18872', '18870', '18869', '18868', '18863', '18862', '18861', '18860', '9206443', '2705944', '3305180', '3305845', '18927', '9505541', '7405493', '7405516']"
18880,7405517,"['18880', '18879', '18878', '18877', '18874', '18873', '18872', '18870', '18869', '18868', '18863', '18862', '18861', '18860', '9206443', '2705944', '3305180', '3305845', '18927', '9505541', '7405493', '7405516', '7405517']"
18880,7405518,"['18880', '18879', '18878', '18877', '18874', '18873', '18872', '18870', '18869', '18868', '18863', '18862', '18861', '18860', '9206443', '2705944', '3305180', '3305845', '18927', '9505541', '7405493', '7405516', '7405517', '7405518']"
18880,7805208,"['18880', '18879', '18878', '18877', '18874', '18873', '18872', '18870', '18869', '18868', '18863', '18862', '18861', '18860', '9206443', '2705944', '3305180', '3305845', '18927', '9505541', '7405493', '7405516', '7405517', '7405518', '7805208']"
18880,7805213,"['18880', '18879', '18878', '18877', '18874', '18873', '18872', '18870', '18869', '18868', '18863', '18862', '18861', '18860', '9206443', '2705944', '3305180', '3305845', '18927', '9505541', '7405493', '7405516', '7405517', '7405518', '7805208', '7805213']"
18880,7805219,"['18880', '18879', '18878', '18877', '18874', '18873', '18872', '18870', '18869', '18868', '18863', '18862', '18861', '18860', '9206443', '2705944', '3305180', '3305845', '18927', '9505541', '7405493', '7405516', '7405517', '7405518', '7805208', '7805213', '7805219']"
18880,7805216,"['18880', '18879', '18878', '18877', '18874', '18873', '18872', '18870', '18869', '18868', '18863', '18862', '18861', '18860', '9206443', '2705944', '3305180', '3305845', '18927', '9505541', '7405493', '7405516', '7405517', '7405518', '7805208', '7805213', '7805219', '7805216']"
18880,7504827,"['18880', '18879', '18878', '18877', '18874', '18873', '18872', '18870', '18869', '18868', '18863', '18862', '18861', '18860', '9206443', '2705944', '3305180', '3305845', '18927', '9505541', '7405493', '7405516', '7405517', '7405518', '7805208', '7805213', '7805219', '7805216', '7504827']"
18880,7504951,"['18880', '18879', '18878', '18877', '18874', '18873', '18872', '18870', '18869', '18868', '18863', '18862', '18861', '18860', '9206443', '2705944', '3305180', '3305845', '18927', '9505541', '7405493', '7405516', '7405517', '7405518', '7805208', '7805213', '7805219', '7805216', '7504827', '7504951']"
